ViPhOG	Best_taxon	Rank	Min_score	Next_max_score
ViPhOG25341	Chlorovirus	Genus	52.7	nan
ViPhOG14221	Fromanvirus	Genus	48.1	37.6
ViPhOG14219	Fromanvirus	Genus	81.6	79.7
ViPhOG19316	Pandoravirus	Genus	516.0	nan
ViPhOG15978	Capillovirus	Genus	42.9	32.6
ViPhOG16385	Ampelovirus	Genus	81.6	35.7
ViPhOG8394	Orthopoxvirus	Genus	100.1	69.8
ViPhOG23473	Gordtnkvirus	Genus	277.9	74.6
ViPhOG24394	Incheonvrus	Genus	1499.3	445.0
ViPhOG9186	Invictavirus	Genus	251.1	61.7
ViPhOG6798	Mastadenovirus	Genus	166.0	131.8
ViPhOG21848	Liefievirus	Genus	101.9	50.1
ViPhOG14566	Bronvirus	Genus	158.1	147.6
ViPhOG17317	Mimivirus	Genus	86.8	74.8
ViPhOG17330	Mimivirus	Genus	143.0	102.4
ViPhOG25194	Chlorovirus	Genus	179.7	nan
ViPhOG7669	Mimivirus	Genus	472.9	nan
ViPhOG9642	Alphabaculovirus	Genus	70.6	nan
ViPhOG19350	Pandoravirus	Genus	192.9	nan
ViPhOG10673	Kayvirus	Genus	170.8	126.9
ViPhOG6870	Mimivirus	Genus	103.1	33.6
ViPhOG7058	Mimivirus	Genus	512.0	214.3
ViPhOG6348	Orthopoxvirus	Genus	77.0	34.3
ViPhOG4785	Varicellovirus	Genus	114.6	58.1
ViPhOG21846	Liefievirus	Genus	199.7	nan
ViPhOG7995	Mimivirus	Genus	249.0	244.0
ViPhOG18974	Pandoravirus	Genus	497.4	nan
ViPhOG17565	Mimivirus	Genus	375.9	332.5
ViPhOG16786	Vitivirus	Genus	36.5	nan
ViPhOG27064	Ilarvirus	Genus	88.3	50.1
ViPhOG7975	Mimivirus	Genus	207.8	138.4
ViPhOG1043	Lymphocryptovirus	Genus	59.0	51.7
ViPhOG28125	Alphapleolipovirus	Genus	234.3	223.2
ViPhOG29919	Phicbkvirus	Genus	139.5	83.3
ViPhOG27974	Pbunavirus	Genus	176.4	143.6
ViPhOG27252	Gelderlandvirus	Genus	313.8	249.9
ViPhOG30969	Bequatrovirus	Genus	95.4	65.2
ViPhOG15915	Pipefishvirus	Genus	160.6	140.0
ViPhOG893	Rosenblumvirus	Genus	431.2	106.2
ViPhOG12231	Prasinovirus	Genus	110.3	74.8
ViPhOG10656	Kayvirus	Genus	194.7	174.6
ViPhOG3603	Rudivirus	Genus	80.2	48.2
ViPhOG28280	Limestonevirus	Genus	215.9	215.3
ViPhOG18005	Ranavirus	Genus	72.2	52.9
ViPhOG27292	Alphasphaerolipovirus	Genus	146.9	94.1
ViPhOG23922	Emdodecavirus	Genus	83.7	56.3
ViPhOG19152	Pandoravirus	Genus	182.5	nan
ViPhOG2365	Whispovirus	Genus	2896.6	1399.0
ViPhOG7484	Mimivirus	Genus	1323.1	1123.6
ViPhOG7202	Mimivirus	Genus	110.4	77.6
ViPhOG2452	Ranavirus	Genus	51.3	47.8
ViPhOG15344	Mimivirus	Genus	96.8	40.5
ViPhOG2486	Ranavirus	Genus	265.2	nan
ViPhOG2382	Whispovirus	Genus	542.6	nan
ViPhOG22688	Kayvirus	Genus	107.6	61.2
ViPhOG10223	Skunavirus	Genus	221.1	137.8
ViPhOG19517	Pandoravirus	Genus	134.3	32.0
ViPhOG24397	Incheonvrus	Genus	196.0	91.2
ViPhOG24103	Emdodecavirus	Genus	480.5	192.2
ViPhOG10716	Kayvirus	Genus	134.1	107.5
ViPhOG1096	Lymphocryptovirus	Genus	263.3	39.9
ViPhOG10048	Flavivirus	Genus	155.7	nan
ViPhOG25111	Chlorovirus	Genus	221.4	39.6
ViPhOG3188	Alphabaculovirus	Genus	43.8	38.7
ViPhOG30784	Helsingorvirus	Genus	133.0	53.2
ViPhOG6720	Tequintavirus	Genus	165.9	nan
ViPhOG16981	Ascovirus	Genus	431.0	172.4
ViPhOG25034	Chlorovirus	Genus	39.7	39.3
ViPhOG15809	Bronvirus	Genus	117.1	112.7
ViPhOG17471	Mimivirus	Genus	115.8	38.6
ViPhOG13939	Varicellovirus	Genus	120.2	nan
ViPhOG23098	Kuravirus	Genus	160.2	97.5
ViPhOG11468	Betabaculovirus	Genus	80.9	53.7
ViPhOG24731	Nankokuvirus	Genus	209.2	125.7
ViPhOG21851	Liefievirus	Genus	56.0	nan
ViPhOG24753	Pakpunavirus	Genus	134.8	125.3
ViPhOG2989	Lentivirus	Genus	75.2	40.2
ViPhOG7888	Mimivirus	Genus	103.0	52.5
ViPhOG963	Alphamesonivirus	Genus	49.9	nan
ViPhOG6165	Kayvirus	Genus	138.5	41.5
ViPhOG2768	Whispovirus	Genus	622.2	75.1
ViPhOG18311	Proboscivirus	Genus	343.1	nan
ViPhOG7534	Mimivirus	Genus	304.0	219.0
ViPhOG21706	Timquatrovirus	Genus	148.8	49.4
ViPhOG2449	Ranavirus	Genus	152.0	56.8
ViPhOG3177	Alphabaculovirus	Genus	41.3	nan
ViPhOG2307	Whispovirus	Genus	775.8	nan
ViPhOG10933	Bixzunavirus	Genus	139.0	nan
ViPhOG17500	Mimivirus	Genus	138.7	41.9
ViPhOG14881	Mimivirus	Genus	144.7	143.3
ViPhOG19457	Pandoravirus	Genus	241.8	38.6
ViPhOG21871	Liefievirus	Genus	198.2	156.0
ViPhOG9195	Closterovirus	Genus	341.6	34.3
ViPhOG7469	Mimivirus	Genus	265.4	244.1
ViPhOG30742	Lightbulbvirus	Genus	1761.9	490.6
ViPhOG22517	Tequintavirus	Genus	71.8	nan
ViPhOG28198	Agtrevirus	Genus	70.4	69.7
ViPhOG21938	Corndogvirus	Genus	126.3	62.3
ViPhOG15184	Mimivirus	Genus	228.5	103.4
ViPhOG6685	Tequintavirus	Genus	51.6	43.0
ViPhOG19434	Pandoravirus	Genus	50.2	34.7
ViPhOG25333	Chlorovirus	Genus	78.2	49.8
ViPhOG17398	Mimivirus	Genus	584.5	459.9
ViPhOG2470	Ranavirus	Genus	885.3	407.7
ViPhOG24850	Nankokuvirus	Genus	155.8	60.8
ViPhOG22766	Tequintavirus	Genus	231.2	177.4
ViPhOG14943	Timquatrovirus	Genus	59.5	53.5
ViPhOG10303	Begomovirus	Genus	54.9	nan
ViPhOG767	Amalgavirus	Genus	409.0	nan
ViPhOG26091	Betalipothrixvirus	Genus	359.2	325.8
ViPhOG4738	Varicellovirus	Genus	32.2	nan
ViPhOG7657	Mimivirus	Genus	370.9	224.3
ViPhOG7858	Mimivirus	Genus	156.4	85.8
ViPhOG22355	Cheoctovirus	Genus	103.2	99.7
ViPhOG19560	Pandoravirus	Genus	399.2	nan
ViPhOG19482	Pandoravirus	Genus	78.9	35.0
ViPhOG23597	Vequintavirus	Genus	515.6	449.8
ViPhOG8517	Cytomegalovirus	Genus	103.7	33.8
ViPhOG2147	Whispovirus	Genus	473.8	41.4
ViPhOG25900	Betaentomopoxvirus	Genus	173.6	126.9
ViPhOG19739	Bixzunavirus	Genus	46.9	38.2
ViPhOG29033	Bastillevirus	Genus	158.7	156.1
ViPhOG23551	Nankokuvirus	Genus	232.0	144.3
ViPhOG8249	Mimivirus	Genus	255.8	nan
ViPhOG6126	Kayvirus	Genus	1007.7	778.5
ViPhOG17858	Tidunavirus	Genus	207.1	202.2
ViPhOG7062	Mimivirus	Genus	269.4	137.3
ViPhOG11981	Napahaivirus	Genus	79.5	77.0
ViPhOG24086	Emdodecavirus	Genus	119.1	46.6
ViPhOG6361	Orthopoxvirus	Genus	79.4	60.9
ViPhOG19378	Pandoravirus	Genus	60.6	nan
ViPhOG22879	Muromegalovirus	Genus	65.6	45.6
ViPhOG4142	Muromegalovirus	Genus	31.7	nan
ViPhOG2502	Ranavirus	Genus	175.1	85.0
ViPhOG24297	Pbunavirus	Genus	296.7	264.3
ViPhOG6636	Varicellovirus	Genus	138.0	72.2
ViPhOG2407	Ranavirus	Genus	877.7	70.8
ViPhOG12002	Capillovirus	Genus	93.1	67.2
ViPhOG6891	Mimivirus	Genus	124.2	45.0
ViPhOG373	Tobamovirus	Genus	42.2	nan
ViPhOG21847	Liefievirus	Genus	101.3	79.6
ViPhOG11199	Kostyavirus	Genus	240.0	55.8
ViPhOG392	Novirhabdovirus	Genus	90.8	nan
ViPhOG27573	Perhabdovirus	Genus	65.0	nan
ViPhOG16976	Pasivirus	Genus	123.9	47.8
ViPhOG11140	Kostyavirus	Genus	143.6	37.2
ViPhOG19988	Saphexavirus	Genus	125.1	63.3
ViPhOG29653	Seunavirus	Genus	102.6	102.3
ViPhOG875	Simplexvirus	Genus	127.7	44.5
ViPhOG26483	Alphabaculovirus	Genus	36.8	nan
ViPhOG14054	Omegavirus	Genus	172.9	135.9
ViPhOG16877	Friunavirus	Genus	336.4	268.3
ViPhOG25195	Chlorovirus	Genus	201.5	nan
ViPhOG5994	Phikzvirus	Genus	621.5	618.6
ViPhOG22669	Coetzeevirus	Genus	73.0	72.0
ViPhOG964	Alphamesonivirus	Genus	530.1	nan
ViPhOG13201	Mimivirus	Genus	165.9	140.2
ViPhOG12631	Obolenskvirus	Genus	195.6	70.2
ViPhOG17488	Mimivirus	Genus	59.4	38.5
ViPhOG9747	Avastrovirus	Genus	270.8	nan
ViPhOG28340	Cinunavirus	Genus	293.8	285.1
ViPhOG25307	Chlorovirus	Genus	203.4	45.1
ViPhOG11773	Aviadenovirus	Genus	190.3	nan
ViPhOG13189	Mimivirus	Genus	150.7	66.4
ViPhOG21849	Liefievirus	Genus	129.4	93.0
ViPhOG6125	Kayvirus	Genus	136.2	82.9
ViPhOG6693	Tequintavirus	Genus	99.3	49.9
ViPhOG18057	Andromedavirus	Genus	134.2	100.2
ViPhOG3840	Asfivirus	Genus	355.3	44.5
ViPhOG961	Alphamesonivirus	Genus	231.9	nan
ViPhOG15674	Iltovirus	Genus	205.5	39.0
ViPhOG11779	Aviadenovirus	Genus	34.1	nan
ViPhOG14203	Fromanvirus	Genus	92.5	87.9
ViPhOG2389	Whispovirus	Genus	544.1	34.0
ViPhOG2295	Whispovirus	Genus	712.2	nan
ViPhOG17128	Cytomegalovirus	Genus	34.7	nan
ViPhOG23189	Pagevirus	Genus	184.8	116.4
ViPhOG28840	Chivirus	Genus	237.1	165.0
ViPhOG16407	Fromanvirus	Genus	159.5	118.1
ViPhOG14955	Timquatrovirus	Genus	33.3	nan
ViPhOG25020	Chlorovirus	Genus	32.0	nan
ViPhOG22249	Deltaarterivirus	Genus	422.1	40.6
ViPhOG18535	Siminovitchvirus	Genus	829.8	156.2
ViPhOG13923	Varicellovirus	Genus	203.1	nan
ViPhOG26734	Tulanevirus	Genus	162.6	156.6
ViPhOG24416	Potexvirus	Genus	129.2	54.3
ViPhOG20660	Alphabaculovirus	Genus	32.2	nan
ViPhOG13607	Eneladusvirus	Genus	126.8	121.1
ViPhOG30391	Erskinevirus	Genus	488.7	467.1
ViPhOG9590	Alphabaculovirus	Genus	76.4	nan
ViPhOG28755	Chloriridovirus	Genus	94.3	44.8
ViPhOG15896	Pipefishvirus	Genus	91.3	77.2
ViPhOG22299	Torovirus	Genus	278.0	32.0
ViPhOG25150	Chlorovirus	Genus	166.0	61.5
ViPhOG14191	Fromanvirus	Genus	86.8	32.4
ViPhOG6368	Cytomegalovirus	Genus	118.0	nan
ViPhOG1218	Prosimiispumavirus	Genus	481.0	475.9
ViPhOG8556	Cytomegalovirus	Genus	178.6	nan
ViPhOG3348	Crinivirus	Genus	64.8	31.2
ViPhOG7018	Mimivirus	Genus	249.6	230.0
ViPhOG7468	Mimivirus	Genus	521.7	231.1
ViPhOG20899	Dhakavirus	Genus	219.8	217.9
ViPhOG2129	Whispovirus	Genus	518.2	nan
ViPhOG1484	Orthopoxvirus	Genus	85.6	45.6
ViPhOG15375	Mimivirus	Genus	88.4	40.6
ViPhOG16323	Cheoctovirus	Genus	215.9	52.5
ViPhOG27670	Chivirus	Genus	179.3	178.7
ViPhOG21880	Liefievirus	Genus	106.0	61.6
ViPhOG6714	Tequintavirus	Genus	124.5	39.9
ViPhOG8100	Mimivirus	Genus	621.8	47.1
ViPhOG27831	Prasinovirus	Genus	75.4	42.6
ViPhOG953	Alphamesonivirus	Genus	1038.7	875.9
ViPhOG14937	Timquatrovirus	Genus	31.9	nan
ViPhOG9763	Robigovirus	Genus	180.5	nan
ViPhOG19348	Pandoravirus	Genus	54.1	48.5
ViPhOG18000	Lymphocryptovirus	Genus	319.3	44.7
ViPhOG7445	Mimivirus	Genus	333.7	300.4
ViPhOG2421	Ranavirus	Genus	151.9	140.6
ViPhOG8534	Cytomegalovirus	Genus	107.0	nan
ViPhOG962	Alphamesonivirus	Genus	638.6	35.4
ViPhOG16578	Litunavirus	Genus	169.9	169.6
ViPhOG9643	Alphabaculovirus	Genus	58.3	48.9
ViPhOG21001	Caeruleovirus	Genus	213.3	202.3
ViPhOG17279	Kayvirus	Genus	285.6	240.1
ViPhOG4757	Varicellovirus	Genus	35.6	35.1
ViPhOG5901	Friunavirus	Genus	101.8	51.0
ViPhOG10958	Bixzunavirus	Genus	39.7	nan
ViPhOG7875	Mimivirus	Genus	74.3	36.7
ViPhOG25896	Betaentomopoxvirus	Genus	308.5	288.0
ViPhOG6787	Tequintavirus	Genus	248.8	nan
ViPhOG14239	Cheoctovirus	Genus	35.1	nan
ViPhOG29517	Bastillevirus	Genus	144.8	51.1
ViPhOG2124	Whispovirus	Genus	303.3	79.9
ViPhOG3150	Alphabaculovirus	Genus	37.0	nan
ViPhOG21991	Corndogvirus	Genus	195.3	104.9
ViPhOG16345	Simplexvirus	Genus	47.0	nan
ViPhOG30183	Cequinquevirus	Genus	824.2	132.4
ViPhOG6161	Kayvirus	Genus	123.1	48.8
ViPhOG21014	Agatevirus	Genus	153.2	145.8
ViPhOG7844	Mimivirus	Genus	68.6	53.1
ViPhOG23097	Kuravirus	Genus	113.3	36.7
ViPhOG8535	Cytomegalovirus	Genus	154.7	33.8
ViPhOG27616	Chlorovirus	Genus	95.1	80.5
ViPhOG2238	Whispovirus	Genus	364.6	nan
ViPhOG2493	Ranavirus	Genus	389.5	nan
ViPhOG26557	Xipdecavirus	Genus	286.8	243.3
ViPhOG22878	Muromegalovirus	Genus	75.3	47.9
ViPhOG19015	Pandoravirus	Genus	148.4	47.9
ViPhOG29079	Eneladusvirus	Genus	132.2	125.4
ViPhOG15233	Mimivirus	Genus	80.8	63.6
ViPhOG19352	Pandoravirus	Genus	150.3	38.7
ViPhOG18838	Ficleduovirus	Genus	333.1	327.5
ViPhOG5764	Inhavirus	Genus	85.2	75.4
ViPhOG17678	Mimivirus	Genus	220.3	nan
ViPhOG30512	Pradovirus	Genus	387.2	219.5
ViPhOG28067	Okubovirus	Genus	205.3	122.9
ViPhOG3793	Mimivirus	Genus	210.9	166.2
ViPhOG28688	Fletchervirus	Genus	190.7	52.0
ViPhOG14951	Timquatrovirus	Genus	45.2	nan
ViPhOG18722	Fromanvirus	Genus	99.8	48.5
ViPhOG28697	Kuravirus	Genus	99.2	84.7
ViPhOG26013	Chloriridovirus	Genus	397.0	322.4
ViPhOG879	Simplexvirus	Genus	143.2	56.9
ViPhOG20792	Simplexvirus	Genus	41.8	33.6
ViPhOG14057	Omegavirus	Genus	72.1	48.1
ViPhOG8095	Mimivirus	Genus	71.5	nan
ViPhOG18552	Siminovitchvirus	Genus	302.0	152.5
ViPhOG6858	Mimivirus	Genus	139.7	36.7
ViPhOG9351	Orthopoxvirus	Genus	183.2	49.2
ViPhOG15177	Mimivirus	Genus	69.1	67.7
ViPhOG11778	Aviadenovirus	Genus	97.3	94.4
ViPhOG60	Cytomegalovirus	Genus	101.7	100.2
ViPhOG8571	Cytomegalovirus	Genus	252.0	nan
ViPhOG29076	Limestonevirus	Genus	118.7	114.9
ViPhOG2509	Ranavirus	Genus	206.3	34.5
ViPhOG16118	Casadabanvirus	Genus	284.4	284.0
ViPhOG10905	Bixzunavirus	Genus	203.3	nan
ViPhOG15837	Pipefishvirus	Genus	111.4	97.1
ViPhOG17864	Elvirus	Genus	197.8	168.0
ViPhOG14960	Bixzunavirus	Genus	58.5	nan
ViPhOG1448	Rhadinovirus	Genus	233.5	56.4
ViPhOG14155	Kostyavirus	Genus	74.9	69.8
ViPhOG16397	Mardecavirus	Genus	346.3	131.1
ViPhOG14947	Timquatrovirus	Genus	47.8	32.9
ViPhOG7269	Mimivirus	Genus	278.3	nan
ViPhOG18312	Proboscivirus	Genus	264.8	44.2
ViPhOG7218	Mimivirus	Genus	270.6	206.6
ViPhOG22372	Dhakavirus	Genus	139.8	139.6
ViPhOG15212	Mimivirus	Genus	101.9	75.2
ViPhOG8544	Cytomegalovirus	Genus	248.8	nan
ViPhOG20509	Marseillevirus	Genus	41.0	nan
ViPhOG28360	Tequatrovirus	Genus	182.3	166.5
ViPhOG6687	Tequintavirus	Genus	73.6	68.1
ViPhOG14144	Omegavirus	Genus	173.4	121.0
ViPhOG1053	Lymphocryptovirus	Genus	135.2	nan
ViPhOG8809	Orthopoxvirus	Genus	54.1	nan
ViPhOG25264	Chlorovirus	Genus	117.7	nan
ViPhOG6727	Tequintavirus	Genus	118.3	nan
ViPhOG23869	Kochikohdavirus	Genus	562.5	60.9
ViPhOG8065	Mimivirus	Genus	143.0	nan
ViPhOG6948	Mimivirus	Genus	170.5	nan
ViPhOG6897	Mimivirus	Genus	142.8	39.8
ViPhOG10705	Kayvirus	Genus	91.7	55.2
ViPhOG27067	Ilarvirus	Genus	39.1	nan
ViPhOG29506	Bastillevirus	Genus	168.9	168.2
ViPhOG31042	Caeruleovirus	Genus	308.8	168.2
ViPhOG6169	Kayvirus	Genus	316.5	270.6
ViPhOG24817	Nankokuvirus	Genus	210.8	nan
ViPhOG5993	Agricanvirus	Genus	562.1	528.2
ViPhOG9918	Ranavirus	Genus	77.7	35.6
ViPhOG15035	Prasinovirus	Genus	97.2	49.7
ViPhOG28218	Agtrevirus	Genus	207.6	206.8
ViPhOG27009	Avipoxvirus	Genus	54.6	43.6
ViPhOG14921	Fromanvirus	Genus	110.9	50.2
ViPhOG20488	Marseillevirus	Genus	52.3	39.4
ViPhOG14073	Omegavirus	Genus	123.4	51.3
ViPhOG26419	Vidavervirus	Genus	200.4	176.9
ViPhOG8372	Orthopoxvirus	Genus	144.5	100.0
ViPhOG6696	Tequintavirus	Genus	280.7	50.3
ViPhOG30333	Limestonevirus	Genus	131.5	86.4
ViPhOG14944	Timquatrovirus	Genus	106.1	49.0
ViPhOG8012	Mimivirus	Genus	50.8	nan
ViPhOG6185	Kayvirus	Genus	180.3	116.8
ViPhOG22060	Fromanvirus	Genus	72.8	33.4
ViPhOG15394	Mimivirus	Genus	66.5	36.0
ViPhOG20252	Marseillevirus	Genus	146.8	54.2
ViPhOG2540	Mimivirus	Genus	136.1	75.9
ViPhOG5783	Inhavirus	Genus	540.0	246.8
ViPhOG6688	Tequintavirus	Genus	88.6	82.1
ViPhOG20807	Simplexvirus	Genus	31.8	nan
ViPhOG7933	Mimivirus	Genus	86.6	60.0
ViPhOG3319	Potyvirus	Genus	173.9	39.8
ViPhOG7100	Mimivirus	Genus	191.5	130.7
ViPhOG8594	Cytomegalovirus	Genus	40.9	34.0
ViPhOG3718	Asfivirus	Genus	38.4	37.5
ViPhOG25343	Chlorovirus	Genus	142.4	35.3
ViPhOG22774	Tequintavirus	Genus	88.2	80.4
ViPhOG8489	Cytomegalovirus	Genus	115.2	nan
ViPhOG6715	Tequintavirus	Genus	107.8	52.8
ViPhOG11692	Iotatorquevirus	Genus	124.9	123.4
ViPhOG18839	Ficleduovirus	Genus	135.9	42.8
ViPhOG6859	Mimivirus	Genus	385.4	85.3
ViPhOG28805	Seunavirus	Genus	190.2	173.5
ViPhOG18898	Pandoravirus	Genus	299.1	58.1
ViPhOG22611	Dhakavirus	Genus	134.6	133.5
ViPhOG19353	Pandoravirus	Genus	69.3	42.1
ViPhOG11733	Mamastrovirus	Genus	37.8	34.8
ViPhOG10654	Kayvirus	Genus	158.1	151.1
ViPhOG19788	Agatevirus	Genus	135.8	132.8
ViPhOG18718	Fromanvirus	Genus	86.9	60.0
ViPhOG27119	Gammabaculovirus	Genus	300.8	61.7
ViPhOG39	Roseolovirus	Genus	443.7	432.0
ViPhOG1828	Iltovirus	Genus	151.5	150.9
ViPhOG10855	Pegunavirus	Genus	77.3	nan
ViPhOG21827	Alphabaculovirus	Genus	34.4	nan
ViPhOG17734	Mimivirus	Genus	68.6	66.0
ViPhOG8113	Mimivirus	Genus	628.6	359.6
ViPhOG12636	Obolenskvirus	Genus	213.6	56.0
ViPhOG396	Novirhabdovirus	Genus	254.0	46.8
ViPhOG5925	Agricanvirus	Genus	363.0	356.8
ViPhOG7641	Mimivirus	Genus	929.5	nan
ViPhOG25123	Chlorovirus	Genus	195.7	nan
ViPhOG8592	Cytomegalovirus	Genus	247.5	nan
ViPhOG22244	Timquatrovirus	Genus	184.6	67.2
ViPhOG9329	Orthopoxvirus	Genus	124.1	69.6
ViPhOG6221	Kayvirus	Genus	135.9	79.2
ViPhOG6731	Tequintavirus	Genus	139.5	33.2
ViPhOG10045	Flavivirus	Genus	59.2	42.6
ViPhOG23618	Vequintavirus	Genus	168.8	105.9
ViPhOG5941	Elvirus	Genus	482.5	441.0
ViPhOG15127	Mimivirus	Genus	183.7	120.6
ViPhOG28519	Tequintavirus	Genus	91.8	58.6
ViPhOG23323	Drulisvirus	Genus	340.9	295.6
ViPhOG14524	Timquatrovirus	Genus	138.2	98.0
ViPhOG17829	Obolenskvirus	Genus	215.6	51.9
ViPhOG5145	Bruynoghevirus	Genus	91.7	79.9
ViPhOG6719	Tequintavirus	Genus	85.1	nan
ViPhOG18047	Andromedavirus	Genus	230.9	134.9
ViPhOG27258	Homburgvirus	Genus	500.2	361.6
ViPhOG17396	Mimivirus	Genus	144.2	88.6
ViPhOG3514	Avipoxvirus	Genus	71.0	65.1
ViPhOG23440	Gordtnkvirus	Genus	265.6	47.5
ViPhOG14940	Timquatrovirus	Genus	33.1	nan
ViPhOG9934	Cardiovirus	Genus	82.4	40.2
ViPhOG4085	Muromegalovirus	Genus	376.4	121.3
ViPhOG25344	Chlorovirus	Genus	33.9	nan
ViPhOG19601	Pandoravirus	Genus	68.8	45.9
ViPhOG7640	Mimivirus	Genus	708.6	59.4
ViPhOG14935	Timquatrovirus	Genus	78.6	39.8
ViPhOG21714	Yokohamavirus	Genus	204.6	181.9
ViPhOG10607	Fletchervirus	Genus	475.3	48.1
ViPhOG14453	Fromanvirus	Genus	259.5	37.8
ViPhOG29371	Homburgvirus	Genus	145.1	77.2
ViPhOG24309	Fromanvirus	Genus	175.6	157.8
ViPhOG22521	Tequintavirus	Genus	141.6	nan
ViPhOG20576	Marseillevirus	Genus	43.6	36.6
ViPhOG6760	Tequintavirus	Genus	144.7	73.4
ViPhOG17465	Mimivirus	Genus	114.0	40.3
ViPhOG8508	Cytomegalovirus	Genus	115.0	35.4
ViPhOG9347	Orthopoxvirus	Genus	324.8	114.6
ViPhOG18983	Pandoravirus	Genus	75.6	nan
ViPhOG1931	Detrevirus	Genus	115.4	107.4
ViPhOG6737	Tequintavirus	Genus	103.0	35.7
ViPhOG25049	Chlorovirus	Genus	591.8	44.9
ViPhOG20598	Rhadinovirus	Genus	47.6	31.0
ViPhOG9582	Alphabaculovirus	Genus	105.0	61.2
ViPhOG20867	Dhakavirus	Genus	517.9	509.5
ViPhOG22524	Tequintavirus	Genus	91.5	46.8
ViPhOG14977	Bixzunavirus	Genus	63.5	49.6
ViPhOG25290	Chlorovirus	Genus	80.0	40.0
ViPhOG14941	Timquatrovirus	Genus	31.3	nan
ViPhOG28906	Bequatrovirus	Genus	91.5	87.6
ViPhOG28871	Kuttervirus	Genus	161.2	155.0
ViPhOG22347	Buttersvirus	Genus	171.4	169.7
ViPhOG10050	Flavivirus	Genus	150.0	nan
ViPhOG8194	Mimivirus	Genus	602.0	nan
ViPhOG2246	Whispovirus	Genus	649.9	133.0
ViPhOG23075	Kuravirus	Genus	169.5	80.4
ViPhOG20220	Marseillevirus	Genus	431.3	70.3
ViPhOG18291	Proboscivirus	Genus	63.4	37.0
ViPhOG1382	Hypovirus	Genus	38.7	nan
ViPhOG385	Rubulavirus	Genus	122.1	39.2
ViPhOG6484	Orthopoxvirus	Genus	126.4	48.1
ViPhOG6826	Mimivirus	Genus	283.5	93.9
ViPhOG9369	Orthopoxvirus	Genus	31.6	nan
ViPhOG28276	Agtrevirus	Genus	151.0	127.6
ViPhOG24408	Przondovirus	Genus	78.2	58.2
ViPhOG29355	Homburgvirus	Genus	126.1	92.4
ViPhOG6684	Tequintavirus	Genus	284.2	55.9
ViPhOG6201	Kayvirus	Genus	215.7	177.2
ViPhOG27592	Chlorovirus	Genus	31.6	nan
ViPhOG7379	Mimivirus	Genus	237.6	120.4
ViPhOG25124	Chlorovirus	Genus	162.5	41.2
ViPhOG30150	Kayvirus	Genus	142.7	131.0
ViPhOG6142	Kayvirus	Genus	97.8	95.2
ViPhOG1116	Orthohepevirus	Genus	70.7	nan
ViPhOG29447	Bastillevirus	Genus	140.9	68.7
ViPhOG13672	Kolesnikvirus	Genus	102.5	94.9
ViPhOG6707	Tequintavirus	Genus	99.7	nan
ViPhOG22533	Tequintavirus	Genus	72.1	41.8
ViPhOG18002	Circovirus	Genus	32.3	nan
ViPhOG8638	Betanecrovirus	Genus	120.7	109.5
ViPhOG12393	Chenonavirus	Genus	120.4	109.7
ViPhOG22066	Fromanvirus	Genus	107.3	87.1
ViPhOG29400	Bastillevirus	Genus	113.0	59.9
ViPhOG15935	Bixzunavirus	Genus	181.9	nan
ViPhOG29448	Bastillevirus	Genus	120.9	67.0
ViPhOG25289	Chlorovirus	Genus	196.6	31.9
ViPhOG7010	Mimivirus	Genus	61.4	nan
ViPhOG13981	Omegavirus	Genus	163.0	98.2
ViPhOG9898	Salasvirus	Genus	364.9	351.3
ViPhOG6711	Tequintavirus	Genus	166.1	nan
ViPhOG6880	Mimivirus	Genus	63.3	58.9
ViPhOG22532	Tequintavirus	Genus	89.5	44.8
ViPhOG18003	Circovirus	Genus	79.5	nan
ViPhOG8509	Cytomegalovirus	Genus	191.5	95.3
ViPhOG6183	Kayvirus	Genus	149.1	135.6
ViPhOG25445	Lineavirus	Genus	275.4	244.1
ViPhOG7414	Mimivirus	Genus	719.6	495.7
ViPhOG19182	Pandoravirus	Genus	82.8	40.2
ViPhOG28773	Asteriusvirus	Genus	128.5	86.2
ViPhOG8169	Mimivirus	Genus	591.7	nan
ViPhOG8515	Cytomegalovirus	Genus	47.6	nan
ViPhOG18531	Siminovitchvirus	Genus	205.4	106.9
ViPhOG15870	Rosebushvirus	Genus	98.0	88.3
ViPhOG6639	Varicellovirus	Genus	142.6	35.6
ViPhOG4177	Parapoxvirus	Genus	281.4	139.5
ViPhOG6722	Tequintavirus	Genus	121.6	103.2
ViPhOG6413	Alphaarterivirus	Genus	342.2	48.8
ViPhOG1379	Hypovirus	Genus	123.1	33.0
ViPhOG17651	Mimivirus	Genus	409.7	31.2
ViPhOG7999	Mimivirus	Genus	114.7	72.1
ViPhOG28523	Nankokuvirus	Genus	85.4	61.7
ViPhOG30879	Nitunavirus	Genus	193.1	187.6
ViPhOG23411	Tinduovirus	Genus	351.8	339.9
ViPhOG23240	Schizotequatrovirus	Genus	105.2	46.6
ViPhOG27246	Silviavirus	Genus	187.6	157.1
ViPhOG20793	Simplexvirus	Genus	31.8	nan
ViPhOG20426	Marseillevirus	Genus	570.9	76.9
ViPhOG23412	Gordtnkvirus	Genus	692.4	497.2
ViPhOG30636	Buttersvirus	Genus	134.4	102.8
ViPhOG14962	Bixzunavirus	Genus	186.5	nan
ViPhOG30862	Helsingorvirus	Genus	365.1	112.5
